raw_row_number,date,time,location,lat,lng,sector,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,outcome,vehicle_registration_state,raw_race
4783,2017-05-11,18:12:00,"300 W 9TH ST, OWENSBORO, KY, 42301",37.767347844,-87.114116667,BRAVO,20,white,female,38a1f1f154,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4784,2017-05-11,18:20:00,"700 W 9TH ST, OWENSBORO, KY, 42303",37.767001402,-87.120683333,ALPHA,32,white,male,38a1f1f154,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4785,2017-02-09,03:41:00,"FORD AVE, OWENSBORO, KY, 42301",37.753995853,-87.121483333,CHARLIE,20,white,male,74b7661e1a,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; TRAF IN MARIJUA ( LESS THAN 8 OZ.) 1ST OFF; CARRYING A CONCEALED WEAPON; DRUG PARAPHERLIA - BUY/POSSESS,TRUE,TRUE,arrest,KY,WHITE
4786,2017-02-04,07:43:00,"E 26TH ST, OWENSBORO, KY, 42303",37.754462181,-87.084966667,DELTA,49,white,male,a118e7add8,vehicular,DRIVING ON DUI SUSPENDED LICENSE -1ST OFFENSE; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
4787,2017-03-02,00:18:00,"14TH ST AND FREDERICA ST, OWENSBORO, KY, 42303",37.762879623,-87.112533333,CHARLIE,24,white,male,d79cddfa32,vehicular,"NO OPERATORS-MOPED LICENSE; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; POSS OF MARIJUA",FALSE,TRUE,citation,KY,WHITE
4788,2017-01-03,21:35:00,"HALE AVE, OWENSBORO, KY, 42301",37.773703829,-87.132633333,ALPHA,27,black,male,65348f5c58,vehicular,SPEEDING 23 MPH OVER LIMIT,FALSE,TRUE,citation,KY,BLACK
4789,2017-01-08,01:23:00,"CARTER AND BITTEL, OWENSBORO, KY, 42301",37.751334159,-87.1468,CHARLIE,17,white,male,c0fa214e8f,vehicular,"ONE HEADLIGHT; FAILURE TO WEAR SEAT BELTS; LICENSE TO BE IN POSSESSION; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; INTERMEDIATE LICENSING VIOLATIONS",FALSE,TRUE,citation,KY,WHITE
4790,2017-01-08,23:12:00,"E 4TH ST AND BOLIVAR ST, EUBANK, KY, 42576",37.773022325,-87.105233333,BRAVO,37,NA,male,13933dda9a,vehicular,NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,NA
4791,2017-01-04,10:43:00,"2200 NEW HARTFORD RD, OWENSBORO, KY, 42303",37.753950188,-87.10165,DELTA,30,white,female,950d18ba4a,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4792,2017-04-02,20:42:00,"2300 W 2ND ST, OWENSBORO, KY, 42301",37.77337967,-87.13845,ALPHA,45,white,male,5dc5cd68cd,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4793,2017-04-03,22:11:00,"1200 CARTER RD, OWENSBORO, KY, 42301",37.75930589,-87.146133333,CHARLIE,20,white,male,5dc5cd68cd,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4794,2017-01-13,23:42:00,"E PARRISH AVE AND BLUFF AVE, OWENSBORO, KY, 42301",37.765382368,-87.09365,DELTA,26,white,male,13933dda9a,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
4795,2017-01-11,20:04:00,"TAMARACK RD - PLACID PL E., OWENSBORO, KY, 42301",37.736059038,-87.118283333,FOX,20,white,male,c0fa214e8f,vehicular,FAILURE TO ILLUMITE HEAD LAMPS; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; TRAF IN MARIJUA ( LESS THAN 8 OZ.) 1ST OFF,TRUE,TRUE,arrest,KY,WHITE
4796,2017-01-10,18:23:00,"1865 E PARRISH AVENUE, OWENSBORO, KY, 42303",37.765392325,-87.08295,DELTA,37,white,female,fea9ce3b69,vehicular,ONE HEADLIGHT; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
4797,2017-01-26,14:30:00,"2200 BITTLE RD, OWENSBORO, KY, 42301",37.752607457,-87.13855,CHARLIE,39,white,female,20ec83162d,vehicular,"SPEEDING 10 MPH OVER LIMIT; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4798,2017-01-02,22:25:00,"W LEGION BLVD & STERLING CT, OWENSBORO, KY, 42303",37.743026284,-87.112583333,FOX,27,asian/pacific islander,male,19e38f7f38,vehicular,"OPER MTR VEH U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM), 2ND; LEAVING SCENE OF ACCIDENT-FAILURE TO RENDER AID OR ASSISTANCE",TRUE,TRUE,arrest,KY,ASIAN
4799,2017-01-15,02:35:00,"W 5TH ST, OWENSBORO, KY, 42301",37.771155238,-87.1179,ALPHA,31,white,female,13933dda9a,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4800,2017-01-06,11:27:00,"2500 J R MILLER BLVD, OWENSBORO, KY, 42303",37.751534798,-87.106516667,DELTA,40,white,female,7ab43af9d2,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
4801,2017-01-26,17:20:00,"W 5TH ST & ELM ST, OWENSBORO, KY, 42301",37.771215656,-87.1179,ALPHA,28,black,male,38a1f1f154,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; OPERATING ON SUS OR REV OPER LICENSE; DRUG PARAPHERLIA - BUY/POSSESS",FALSE,TRUE,citation,KY,BLACK
4802,2017-02-03,15:47:00,"700 ELM ST, OWENSBORO, KY, 42303",37.768785211,-87.118816667,ALPHA,32,white,male,38a1f1f154,vehicular,"CARRYING A CONCEALED WEAPON; POSS OF MARIJUAPOSS CONT SUB, 3RD DEGREE - DRUG UNSPECIFIED",FALSE,TRUE,citation,KY,WHITE
4803,2017-02-08,17:17:00,"W 5TH ST & FRAYSER AVE, OWENSBORO, KY, 42301",37.770801506,-87.126266667,ALPHA,28,white,female,38a1f1f154,pedestrian,POSS CONT SUB 1ST DEG 1ST OFF (DRUG UNSPECIFIED),FALSE,TRUE,citation,KY,WHITE
4804,2017-05-06,19:00:00,"4400 BLK SCOTTY LN, OWENSBORO, KY, 42303",37.735187825,-87.068916667,FOX,40,white,male,86fedc5396,vehicular,SPEEDING 13 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4805,2017-02-25,01:15:00,"BOSLEY RD AND W PARRISH AVE, OWENSBORO, KY, 42301",37.75926985,-87.135033333,CHARLIE,49,white,male,65348f5c58,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED,TRUE,TRUE,arrest,KY,WHITE
4806,2017-03-11,00:35:00,"FREDERICA ST & SALEM DR, OWENSBORO, KY, 42301",37.725614239,-87.1233,FOX,35,black,male,65348f5c58,vehicular,FAILURE TO ILLUMITE HEAD LAMPS; FAILURE TO PRODUCE INSURANCE CARD; OPERATING VEHICLE WITH EXPIRED OPERATORS LICENSE,FALSE,TRUE,citation,KY,BLACK
4807,2017-01-07,23:39:00,"W PARRISH AVE, OWENSBORO, KY, 42301",37.763131627,-87.117183333,CHARLIE,40,white,female,74b7661e1a,vehicular,"NO REGISTRATION PLATES; FAILURE OF NON-OWNER OPERATOR TO MAINTAIN REQ INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4808,2017-01-30,15:31:00,"FREDERICA ST  E18TH, OWENSBORO, KY, 42301",37.762322283,-87.112316667,DELTA,26,black,male,41b05be9b1,vehicular,NO REGISTRATION PLATES; NO REGISTRATION RECEIPT; FAILURE TO PRODUCE INSURANCE CARD; OPERATING VEHICLE WITH EXPIRED OPERATORS LICENSE,FALSE,TRUE,citation,KY,BLACK
4809,2017-01-31,15:14:00,"FREDERICA ST & LEGION BLVD, HAWESVILLE, KY, 42348",37.743677974,-87.116216667,ECHO,41,white,female,1981bddf26,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4810,2017-01-30,15:59:00,"FREDERICA ST @ BYPASS, OWENSBORO, KY, 42301",37.729987586,-87.121966667,FOX,69,white,female,41b05be9b1,vehicular,NO REGISTRATION PLATES; NO REGISTRATION RECEIPT; OPERATING VEHICLE WITH EXPIRED OPERATORS LICENSE; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4811,2017-01-02,00:15:00,"FREDERICA ST & STANDISH PL N, OWENSBORO, KY, 42301",37.739804847,-87.11815,ECHO,25,white,female,19e38f7f38,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4812,2017-01-05,23:58:00,"OLD HENDERSON AND BOSLEY, OWENSBORO, KY, 42303",37.762289313,-87.134583333,CHARLIE,32,white,male,c0fa214e8f,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 2ND OFF; FAILURE TO OR IMPROPER SIGL,TRUE,TRUE,arrest,KY,WHITE
4813,2017-01-20,01:46:00,"E PARRISH AVE AND BRECKENRIDGE ST, OWENSBORO, KY, 42301",37.765185234,-87.09855,DELTA,46,white,female,13933dda9a,vehicular,OPERATING VEHICLE WITH EXPIRED OPERATORS LICENSE; FAILURE TO PRODUCE INSURANCE CARD; LICENSE TO BE IN POSSESSION,FALSE,TRUE,citation,IN,WHITE
4814,2017-01-31,16:20:00,"E 18TH ST & HALL ST, OWENSBORO, KY, 42301",37.759128003,-87.096683333,DELTA,48,white,male,1981bddf26,vehicular,"NO REGISTRATION PLATES; NO REGISTRATION RECEIPT; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4815,2017-01-31,17:24:00,"E 18TH ST & TRIPLETT ST, MACEO, KY, 42355",37.758919504,-87.10285,DELTA,38,white,female,1981bddf26,vehicular,"NO REGISTRATION PLATES; NO REGISTRATION RECEIPT; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; NO OPERATORS-MOPED LICENSE",FALSE,TRUE,citation,KY,WHITE
4816,2017-01-02,00:43:00,"300 BLOCK OF MORCH STREET, OWENSBORO, KY, 42301",37.772232482,-87.127966667,ALPHA,19,white,male,3157e4750f,pedestrian,"POSS CONT SUB 1ST DEG, 1ST OFF (METHAMPHETAMINE)",TRUE,TRUE,arrest,KY,WHITE
4817,2017-01-01,23:35:00,"E 18TH STREET AND DAVIESS ST, OWENSBORO, KY, 42303",37.758571083,-87.108733333,DELTA,20,white,male,decf9509bb,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4818,2017-05-09,01:26:00,"500 E 20TH ST, OWENSBORO, KY, 42303",37.756854419,-87.103683333,DELTA,24,white,male,4346099466,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4819,2017-01-13,17:38:00,"E PARRISH AVE AND CENTER ST, OWENSBORO, KY, 42301",37.765206393,-87.101016667,DELTA,24,white,male,1fafd74514,vehicular,FAILURE TO PRODUCE INSURANCE CARD; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
4820,2017-01-04,22:59:00,W 9TH STREET AND WALNUT STREET,37.767165189,-87.1175,BRAVO,31,NA,male,decf9509bb,vehicular,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT; FAILURE TO PRODUCE INSURANCE CARD; DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LI; GIVING OFFICER FALSE ME OR ADDRESS; NO OPERATORS-MOPED LICENSE,TRUE,TRUE,arrest,KY,NA
4821,2017-01-02,05:52:00,"230 SALEM DR, OWENSBORO, KY, 42301",37.725918989,-87.116033333,FOX,36,white,male,19e38f7f38,NA,"IMPROPER PARKING VIOLATIONS; NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4822,2017-01-09,09:43:00,"400 E 18TH ST, OWENSBORO, KY, 42301",37.758864092,-87.1043,DELTA,31,white,female,8302d335a6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,IN,WHITE
4823,2017-02-10,09:13:00,"2000 W 4TH ST, OWENSBORO, KY, 42301",37.77132609,-87.135883333,ALPHA,28,white,male,2c3aa77476,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4824,2017-01-10,06:25:00,"600 E 9TH ST, OWENSBORO, KY, 42303",37.767821445,-87.104183333,BRAVO,34,white,male,8302d335a6,vehicular,IMPROPER DISPLAY OF REGISTRATION PLATES; FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4825,2017-01-10,14:43:00,"1600 J R MILLER BLVD, HENDERSON, KY, 42420",37.76099545,-87.107633333,DELTA,47,white,female,8302d335a6,vehicular,NO REGISTRATION PLATES; LICENSE TO BE IN POSSESSION; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4826,2017-02-23,07:09:00,"4TH AND FREDERICA, MACEO, KY, 42355",37.77252645,-87.11335,BRAVO,34,white,female,4a0af94647,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4827,2017-02-23,07:31:00,"4TH AND WING, OWENSBORO, KY, 42301",37.774201835,-87.095666667,BRAVO,57,white,female,4a0af94647,vehicular,SPEEDING 13 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4828,2017-02-23,07:45:00,"4TH AND W HIGHLAND CT, OWENSBORO, KY, 42301",37.774708516,-87.093616667,BRAVO,22,white,female,4a0af94647,vehicular,SPEEDING 20 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4829,2017-02-23,08:00:00,"4TH AND W HIGHLAND, OWENSBORO, KY, 42303",37.774678466,-87.093733333,BRAVO,24,white,female,4a0af94647,vehicular,SPEEDING 10 MPH OVER LIMIT; FAILURE TO WEAR SEAT BELTS; FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS,FALSE,TRUE,citation,TN,WHITE
4830,2017-04-08,02:01:00,"W 4TH ST, BEECH CREEK, KY, 42321",37.772475456,-87.14865,ALPHA,24,black,male,5dc5cd68cd,vehicular,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT,FALSE,TRUE,citation,KY,BLACK
4831,2017-02-23,08:17:00,"4TH AND W HIGHLAND, CHATTANOOGA, TN, 37415",37.774690558,-87.0937,BRAVO,26,white,male,4a0af94647,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,FL,WHITE
4832,2017-01-10,18:53:00,"LEITCHFIELD RD * 11TH, OWENSBORO, KY, 42303",37.766103982,-87.0907,BRAVO,25,black,female,5ca7795d33,vehicular,NO REGISTRATION RECEIPT; NO REGISTRATION PLATES; OPERATING ON SUS OR REV OPER LICENSE; POSS OF MARIJUA,FALSE,TRUE,citation,KY,BLACK
4833,2017-01-02,08:23:00,"1800 FREDERICA ST, OWENSBORO, KY, 42301",37.758365314,-87.11205,DELTA,36,white,female,0b087b613e,vehicular,"SPEEDING 10 MPH OVER LIMIT; NO REGISTRATION PLATES; FAILURE OF NON-OWNER OPERATOR TO MAINTAIN REQ INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4834,2017-01-04,13:52:00,"E 2ND ST, WHITESVILLE, KY, 42378",37.775485326,-87.100733333,BRAVO,40,white,female,0b087b613e,vehicular,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT,FALSE,TRUE,citation,KY,WHITE
4835,2017-01-30,16:46:00,"FREDERICA ST @ TIME, OWENSBORO, KY, 42303",37.731228635,-87.12155,ECHO,48,white,female,41b05be9b1,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4836,2017-01-09,08:19:00,"1800 FREDERICA ST, OWENSBORO, KY, 42301",37.758366562,-87.11205,DELTA,32,white,male,0b087b613e,vehicular,SPEEDING 20 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4837,2017-01-09,11:20:00,"1800 BRECKENRIDGE ST, OWENSBORO, KY, 42303",37.759075461,-87.0979,DELTA,72,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4838,2017-01-09,11:34:00,"E 18TH ST, HARTFORD, KY, 42347",37.75907339,-87.0979,DELTA,53,white,female,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4839,2017-01-10,23:07:00,"2080 SOUTHTOWN BLVD, LIVERMORE (MCLEAN CO), KY, 42352",37.72348846,-87.142666667,ECHO,18,white,female,decf9509bb,pedestrian,TRAF IN MARIJUA ( LESS THAN 8 OZ.) 1ST OFF; DRUG PARAPHERLIA - BUY/POSSESS,FALSE,TRUE,citation,KY,WHITE
4840,2017-04-04,13:17:00,"E 18TH ST & BRECKENRIDGE ST, OWENSBORO, KY, 42301",37.759104504,-87.097883333,DELTA,44,white,male,7ab43af9d2,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4841,2017-03-20,09:35:00,"836 MORELAND ST, OWENSBORO, KY, 42303",37.766857916,-87.12765,ALPHA,47,white,male,b53fa3b4b2,vehicular,DRIVING ON DUI SUSPENDED LICENSE -1ST OFFENSE; FAILURE TO REGISTER TRANSFER OF MOTOR VEHICLE,FALSE,TRUE,citation,IN,WHITE
4842,2017-01-27,23:10:00,"400 FREDERICA ST, OWENSBORO, KY, 42301",37.772106364,-87.1134,BRAVO,25,white,male,60dc0a01bb,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4843,2017-01-27,18:44:00,"1400 E 4TH ST, HAWESVILLE, KY, 42348",37.774518497,-87.094383333,BRAVO,32,white,male,60dc0a01bb,vehicular,SPEEDING 14 MPH OVER LIMIT; FAILURE TO PRODUCE INSURANCE CARD; FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS,FALSE,TRUE,citation,KY,WHITE
4844,2017-01-27,17:01:00,"FREDERICA ST AND W PARRISH AVE, OWENSBORO, KY, 42301",37.763994039,-87.112633333,BRAVO,51,white,female,5ad1b66604,vehicular,NO REGISTRATION PLATES; NO REGISTRATION RECEIPT,FALSE,TRUE,citation,KY,WHITE
4845,2017-01-27,17:20:00,"FREDERICA ST AND HILL AVE, BARDSTOWN, KY, 40004",37.753562971,-87.111466667,CHARLIE,31,white,female,5ad1b66604,vehicular,NO REGISTRATION PLATES; NO REGISTRATION RECEIPT,FALSE,TRUE,citation,KY,WHITE
4846,2017-01-27,18:12:00,"FREDERICA ST, OWENSBORO, KY, 42303",37.736237309,-87.119283333,FOX,36,black,male,5ad1b66604,vehicular,SPEEDING 10 MPH OVER LIMIT; FAILURE TO OR IMPROPER SIGL,FALSE,TRUE,citation,KY,BLACK
4847,2017-01-27,19:03:00,"1400 E 4TH ST, OWENSBORO, KY, 42301",37.774493636,-87.094383333,BRAVO,31,white,male,60dc0a01bb,vehicular,SPEEDING 16 MPH OVER LIMIT; FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS; FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
4848,2017-01-27,19:21:00,"1400 E 4TH ST, LEOPOLD, IN, 47551",37.774465471,-87.094316667,BRAVO,38,white,male,60dc0a01bb,vehicular,SPEEDING 17 MPH OVER LIMIT; FAILURE TO PRODUCE INSURANCE CARD; LICENSE TO BE IN POSSESSION,FALSE,TRUE,citation,KY,WHITE
4849,2017-01-05,17:00:00,"TAMARACK RD AND LONGFELLOW, OWENSBORO, KY, 42301",37.734572892,-87.114066667,FOX,16,white,male,295efe66a1,vehicular,OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
4850,2017-01-27,20:11:00,"1400 E 4TH ST, OWENSBORO, KY, 42301",37.774465471,-87.094316667,BRAVO,25,white,female,60dc0a01bb,vehicular,SPEEDING 14 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4851,2017-01-10,04:56:00,"W 2ND STREET AND ST ELIZABETH STREET, OWENSBORO, KY, 42303",37.774681149,-87.114766667,BRAVO,23,white,female,decf9509bb,vehicular,IMPROPER REGISTRATION PLATE; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4852,2017-01-04,23:54:00,"3900 BLK FREDERICA ST, OWENSBORO, KY, 42303",37.733975714,-87.120266667,FOX,18,white,female,19e38f7f38,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4853,2017-01-13,23:21:00,"W 8TH ST, OWENSBORO, KY, 42301",37.768082489,-87.119883333,ALPHA,31,white,male,74b7661e1a,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
4854,2017-01-05,00:34:00,"FREDERICA ST & FAIRFAX DR, OWENSBORO, KY, 42301",37.734018901,-87.120166667,FOX,18,NA,male,19e38f7f38,vehicular,FAILURE TO WEAR SEAT BELTS; POSS OF MARIJUADRUG PARAPHERLIA - BUY/POSSESS; TAMPERING WITH PHYSICAL EVIDENCE,FALSE,TRUE,citation,KY,NA
4855,2017-01-07,02:15:00,"215 EWING RD, OWENSBORO, KY, 42301",37.773214415,-87.141766667,ALPHA,35,white,female,c0fa214e8f,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED,TRUE,TRUE,arrest,KY,WHITE
4856,2017-01-16,16:28:00,"CARPENTER DR / COLLINS DR, OWENSBORO, KY, 42301",37.729839009,-87.139083333,ECHO,38,white,male,821581ab1f,vehicular,"IMPROPER DISPLAY OF REGISTRATION PLATES; NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 2ND OFF; NO REGISTRATION RECEIPT",FALSE,TRUE,citation,KY,WHITE
4857,2017-02-03,19:31:00,"600 BLK FOUST AVE, OWENSBORO, KY, 42303",37.769223207,-87.13145,ALPHA,47,white,male,821581ab1f,vehicular,"OPER MTR VEH U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM), 2ND; OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO PRODUCE INSURANCE CARD; NO REGISTRATION PLATES; NO REGISTRATION RECEIPT; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED",TRUE,TRUE,arrest,KY,WHITE
4858,2017-01-14,23:16:00,"FREDERICA ST, OWENSBORO, KY, 42303",37.744987721,-87.115316667,FOX,18,black,male,74b7661e1a,pedestrian,POSS OF MARIJUAPERSON 18-20 POSS/PURCH/ATT PURCH/ HAVE ANOTHER PURCH ALCOHOL,FALSE,TRUE,citation,KY,BLACK
4859,2017-01-17,16:45:00,"1700 WEST 2ND STREET, OWENSBORO, KY, 42303",37.773754417,-87.131433333,ALPHA,47,white,male,9da482097d,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; OPERATING ON SUS OR REV OPER LICENSE; DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LI",FALSE,TRUE,citation,KY,WHITE
4860,2017-01-05,23:11:00,"1300 BLK W 4TH ST, OWENSBORO, KY, 42301",37.771879232,-87.1257,ALPHA,40,white,female,37c07858ed,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
4861,2017-01-09,01:49:00,"1800 BLK W 9TH ST, OWENSBORO, KY, 42301",37.766036192,-87.127116667,ALPHA,42,white,male,37c07858ed,vehicular,FAILURE TO ILLUMITE HEAD LAMPS; LICENSE TO BE IN POSSESSION; DRUG PARAPHERLIA - BUY/POSSESS; POSS OF MARIJUAPRESCRIPTION CONT SUB NOT PROPER CONTAIN 1ST OFF,FALSE,TRUE,citation,KY,WHITE
4862,2017-01-12,22:59:00,"W 9TH AND HICKMAN AVE, OWENSBORO, KY, 42301",37.766613147,-87.125716667,ALPHA,21,black,female,decf9509bb,vehicular,OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
4863,2017-04-02,23:30:00,"400 BLOCK E BYERS AVE, OWENSBORO, KY, 42301",37.739622012,-87.105516667,FOX,18,white,male,19e38f7f38,NA,IMPROPER START FROM PARKED POSITION,FALSE,TRUE,citation,KY,WHITE
4864,2017-04-17,04:40:00,"BOSLEY RD, OWENSBORO, KY, 42303",37.754244337,-87.1349,CHARLIE,25,white,male,74b7661e1a,pedestrian,DRUG PARAPHERLIA - BUY/POSSESS; POSS OF MARIJUA,TRUE,TRUE,arrest,KY,WHITE
4865,2017-01-11,03:43:00,"WALNUT ST, OWENSBORO, KY, 42301",37.763047425,-87.11715,CHARLIE,20,white,male,decf9509bb,vehicular,"DISREGARDING STOP SIGN; POSS CONT SUB 1ST DEG, 1ST OFF (METHAMPHETAMINE); NO OPERATORS-MOPED LICENSE",TRUE,TRUE,arrest,KY,WHITE
4866,2017-04-06,05:14:00,"4400 BLOCK NEW HARTFORD RD, PHILPOT, KY, 42366",37.725743525,-87.084416667,FOX,20,white,male,19e38f7f38,vehicular,SPEEDING 20 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4867,2017-01-25,07:45:00,"CARTER RD, PHILPOT, KY, 42366",37.758617404,-87.145766667,CHARLIE,19,white,male,675a1fe165,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
4868,2017-01-23,07:53:00,"2300 TAMARACK RD, OWENSBORO, KY, 42301",37.731740417,-87.145466667,ECHO,61,white,male,e3f1be0cb8,vehicular,SPEEDING 20 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
4869,2017-01-12,18:44:00,"2600 FREDERICA ST, OWENSBORO, KY, 42303",37.748911451,-87.112783333,CHARLIE,32,white,male,5ca7795d33,vehicular,OPERATING ON SUS OR REV OPER LICENSE; NO REGISTRATION RECEIPT; NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KS,WHITE
4870,2017-04-06,23:22:00,"WENDELL FORD EXPY/FREDERICA ST, OWENSBORO, KY, 42303",37.727533019,-87.116683333,SOUTHWEST,33,white,male,555503b792,pedestrian,"POSS CONT SUB 1ST DEG, 1ST OFF (METHAMPHETAMINE); POSS CONT SUB 1ST DEG 1ST OFF (DRUG UNSPECIFIED); ILLEGAL POSSESSION OF LEGEND DRUG; POSS OF MARIJUADRUG PARAPHERLIA - BUY/POSSESS",TRUE,TRUE,arrest,KY,WHITE
